source_table_index,PREFIX,VARIABLE_NAME,DESCRIPTION,LOCATION_CODE,SCOPE
24,F9_09_,EXP_FEE_SVC_MGMT_PROG,Fees for Services - Management - Program Service Expenses,F990-PC-PART-09-LINE-11A-COL-B,PC
24,F9_09_,EXP_FEE_SVC_MGMT_MGMT,Fees for Services - Management - Management and General,F990-PC-PART-09-LINE-11A-COL-C,PC
24,F9_09_,EXP_FEE_SVC_MGMT_FUNDR,Fees for Services - Management - Fundraising Expenses,F990-PC-PART-09-LINE-11A-COL-D,PC
24,F9_09_,EXP_FEE_SVC_LEGAL_TOT,Fees for Services - Legal - Total Expense,F990-PC-PART-09-LINE-11B-COL-A,PC
24,F9_09_,EXP_FEE_SVC_LEGAL_PROG,Fees for Services - Legal - Program Service Expenses,F990-PC-PART-09-LINE-11B-COL-B,PC
24,F9_09_,EXP_FEE_SVC_LEGAL_MGMT,Fees for Services - Legal - Management and General,F990-PC-PART-09-LINE-11B-COL-C,PC
24,F9_09_,EXP_FEE_SVC_LEGAL_FUNDR,Fees for Services - Legal - Fundraising Expenses,F990-PC-PART-09-LINE-11B-COL-D,PC
24,F9_09_,EXP_FEE_SVC_ACC_TOT,Fees for Services - Accounting - Total Expense,F990-PC-PART-09-LINE-11C-COL-A,PC
24,F9_09_,EXP_FEE_SVC_ACC_PROG,Fees for Services - Accounting - Program Service Expenses,F990-PC-PART-09-LINE-11C-COL-B,PC
24,F9_09_,EXP_FEE_SVC_ACC_MGMT,Fees for Services - Accounting - Management and General,F990-PC-PART-09-LINE-11C-COL-C,PC
24,F9_09_,EXP_FEE_SVC_ACC_FUNDR,Fees for Services - Accounting - Fundraising Expenses,F990-PC-PART-09-LINE-11C-COL-D,PC
24,F9_09_,EXP_FEE_SVC_LOB_TOT,Fees for Services - Lobbying - Total Expense,F990-PC-PART-09-LINE-11D-COL-A,PC
24,F9_09_,EXP_FEE_SVC_LOB_PROG,Fees for Services - Lobbying - Program Service Expenses,F990-PC-PART-09-LINE-11D-COL-B,PC
24,F9_09_,EXP_FEE_SVC_LOB_MGMT,Fees for Services - Lobbying - Management and General,F990-PC-PART-09-LINE-11D-COL-C,PC
24,F9_09_,EXP_FEE_SVC_LOB_FUNDR,Fees for Services - Lobbying - Fundraising Expenses,F990-PC-PART-09-LINE-11D-COL-D,PC
24,F9_09_,EXP_FEE_SVC_FUNDR_TOT,Fees for Professional Fundraising Services - Total Expense,F990-PC-PART-09-LINE-11E-COL-A,PC
24,F9_09_,EXP_FEE_SVC_FUNDR_PROG,Program services,F990-PC-PART-09-LINE-11E-COL-B,PC
24,F9_09_,EXP_FEE_SVC_FUNDR_MGMT,Management and general,F990-PC-PART-09-LINE-11E-COL-C,PC
24,F9_09_,EXP_FEE_SVC_FUNDR_FUNDR,Fees for Professional Fundraising Services - Fundraising Expenses,F990-PC-PART-09-LINE-11E-COL-D,PC
24,F9_09_,EXP_FEE_SVC_INVEST_TOT,Investment Management Fees - Total Expense,F990-PC-PART-09-LINE-11F-COL-A,PC
24,F9_09_,EXP_FEE_SVC_INVEST_PROG,Investment Management Fees - Program Service Expenses,F990-PC-PART-09-LINE-11F-COL-B,PC
24,F9_09_,EXP_FEE_SVC_INVEST_MGMT,Investment Management Fees -admin,F990-PC-PART-09-LINE-11F-COL-C,PC
24,F9_09_,EXP_FEE_SVC_INVEST_FUNDR,Investment Management Fees - Fundraising Expenses,F990-PC-PART-09-LINE-11F-COL-D,PC
24,F9_09_,EXP_FEE_SVC_OTH_TOT,Fees for Services - Other - Total Expense,F990-PC-PART-09-LINE-11G-COL-A,PC
24,F9_09_,EXP_FEE_SVC_OTH_PROG,Fees for Services - Other - Program Service Expenses,F990-PC-PART-09-LINE-11G-COL-B,PC
24,F9_09_,EXP_FEE_SVC_OTH_MGMT,Fees for Services - Other - Management and General,F990-PC-PART-09-LINE-11G-COL-C,PC
24,F9_09_,EXP_FEE_SVC_OTH_FUNDR,Fees for Services - Other - Fundraising Expenses,F990-PC-PART-09-LINE-11G-COL-D,PC
24,F9_09_,EXP_AD_PROMO_TOT,Advertising and promotion - total expense,F990-PC-PART-09-LINE-12-COL-A,PC
24,F9_09_,EXP_AD_PROMO_PROG,Advertising and promotion - Program Service Expenses,F990-PC-PART-09-LINE-12-COL-B,PC
24,F9_09_,EXP_AD_PROMO_MGMT,Advertising and promotion - Management and General,F990-PC-PART-09-LINE-12-COL-C,PC
24,F9_09_,EXP_AD_PROMO_FUNDR,Advertising and promotion - Fundraising Expenses,F990-PC-PART-09-LINE-12-COL-D,PC
24,F9_09_,EXP_OFFICE_TOT,Office Expenses - Total,F990-PC-PART-09-LINE-13-COL-A; F990-EZ-PART-01-LINE-15,PZ
24,F9_09_,EXP_OFFICE_PROG,Program services,F990-PC-PART-09-LINE-13-COL-B,PC
24,F9_09_,EXP_OFFICE_MGMT,Management and general,F990-PC-PART-09-LINE-13-COL-C,PC
24,F9_09_,EXP_OFFICE_FUNDR,Office Expenses - Fundraising,F990-PC-PART-09-LINE-13-COL-D,PC
24,F9_09_,EXP_INFO_TECH_TOT,Information Technology - Total,F990-PC-PART-09-LINE-14-COL-A,PC
24,F9_09_,EXP_INFO_TECH_PROG,Program services,F990-PC-PART-09-LINE-14-COL-B,PC
24,F9_09_,EXP_INFO_TECH_MGMT,Management and general,F990-PC-PART-09-LINE-14-COL-C,PC
24,F9_09_,EXP_INFO_TECH_FUNDR,Information Technology - Fundraising,F990-PC-PART-09-LINE-14-COL-D,PC
24,F9_09_,EXP_ROY_TOT,Royalties - Total,F990-PC-PART-09-LINE-15-COL-A,PC
24,F9_09_,EXP_ROY_PROG,Program services,F990-PC-PART-09-LINE-15-COL-B,PC
24,F9_09_,EXP_ROY_MGMT,Management and general,F990-PC-PART-09-LINE-15-COL-C,PC
24,F9_09_,EXP_ROY_FUNDR,Royalties - Fundraising,F990-PC-PART-09-LINE-15-COL-D,PC
24,F9_09_,EXP_OCCUPANCY_TOT,Occupancy - Total,F990-PC-PART-09-LINE-16-COL-A; F990-EZ-PART-01-LINE-14,PZ
24,F9_09_,EXP_OCCUPANCY_PROG,Program services,F990-PC-PART-09-LINE-16-COL-B,PC
24,F9_09_,EXP_OCCUPANCY_MGMT,Management and general,F990-PC-PART-09-LINE-16-COL-C,PC
24,F9_09_,EXP_OCCUPANCY_FUNDR,Occupancy - Fundraising,F990-PC-PART-09-LINE-16-COL-D,PC
24,F9_09_,EXP_TRAVEL_TOT,Travel - Total,F990-PC-PART-09-LINE-17-COL-A,PC
24,F9_09_,EXP_TRAVEL_PROG,Program services,F990-PC-PART-09-LINE-17-COL-B,PC
24,F9_09_,EXP_TRAVEL_MGMT,Management and general,F990-PC-PART-09-LINE-17-COL-C,PC
24,F9_09_,EXP_TRAVEL_FUNDR,Travel - Fundraising,F990-PC-PART-09-LINE-17-COL-D,PC
24,F9_09_,EXP_TRAVEL_ENTMT_TOT,Travel Entrtnmnt Public Officials - Total,F990-PC-PART-09-LINE-18-COL-A,PC
24,F9_09_,EXP_TRAVEL_ENTMT_PROG,Program services,F990-PC-PART-09-LINE-18-COL-B,PC
24,F9_09_,EXP_TRAVEL_ENTMT_MGMT,Management and general,F990-PC-PART-09-LINE-18-COL-C,PC
24,F9_09_,EXP_TRAVEL_ENTMT_FUNDR,Travel Entrtnmnt Public Officials - Fundraising,F990-PC-PART-09-LINE-18-COL-D,PC
24,F9_09_,EXP_CONF_MEETING_TOT,"Conferences, conventions, and meetings- total expense",F990-PC-PART-09-LINE-19-COL-A,PC
24,F9_09_,EXP_CONF_MEETING_PROG,"Conferences, conventions, and meetings- Program Service Expenses",F990-PC-PART-09-LINE-19-COL-B,PC
24,F9_09_,EXP_CONF_MEETING_MGMT,"Conferences, conventions, and meetings- Management and General",F990-PC-PART-09-LINE-19-COL-C,PC
24,F9_09_,EXP_CONF_MEETING_FUNDR,"Conferences, conventions, and meetings- Fundraising Expenses",F990-PC-PART-09-LINE-19-COL-D,PC
24,F9_09_,EXP_INT_TOT,Interest - Total,F990-PC-PART-09-LINE-20-COL-A,PC
24,F9_09_,EXP_INT_PROG,Program services,F990-PC-PART-09-LINE-20-COL-B,PC
24,F9_09_,EXP_INT_MGMT,Management and general,F990-PC-PART-09-LINE-20-COL-C,PC
24,F9_09_,EXP_INT_FUNDR,Interest - Fundraising,F990-PC-PART-09-LINE-20-COL-D,PC
24,F9_09_,EXP_PAY_AFFIL_TOT,Payments To Affiliates - Total,F990-PC-PART-09-LINE-21-COL-A,PC
24,F9_09_,EXP_PAY_AFFIL_PROG,Program services,F990-PC-PART-09-LINE-21-COL-B,PC
24,F9_09_,EXP_PAY_AFFIL_MGMT,Management and general,F990-PC-PART-09-LINE-21-COL-C,PC
24,F9_09_,EXP_PAY_AFFIL_FUNDR,Payments To Affiliates - Fundraising,F990-PC-PART-09-LINE-21-COL-D,PC
24,F9_09_,EXP_DEPREC_TOT,"Depreciation, depletion, and amortization",F990-PC-PART-09-LINE-22-COL-A,PC
24,F9_09_,EXP_DEPREC_PROG,"Depreciation, depletion, and amortization",F990-PC-PART-09-LINE-22-COL-B,PC
24,F9_09_,EXP_DEPREC_MGMT,"Depreciation, depletion, and amortization",F990-PC-PART-09-LINE-22-COL-C,PC
24,F9_09_,EXP_DEPREC_FUNDR,"Depreciation, depletion, and amortization",F990-PC-PART-09-LINE-22-COL-D,PC
24,F9_09_,EXP_INSURANCE_TOT,Insurance - Total,F990-PC-PART-09-LINE-23-COL-A,PC
24,F9_09_,EXP_INSURANCE_PROG,Program services,F990-PC-PART-09-LINE-23-COL-B,PC
24,F9_09_,EXP_INSURANCE_MGMT,Management and general,F990-PC-PART-09-LINE-23-COL-C,PC
24,F9_09_,EXP_INSURANCE_FUNDR,Insurance - Fundraising,F990-PC-PART-09-LINE-23-COL-D,PC
24,F9_09_,EXP_OTH_OTH_TOT,Other expenses - total expense,F990-PC-PART-09-LINE-24E-COL-A,PC
24,F9_09_,EXP_OTH_OTH_PROG,All Other expenses - Program,F990-PC-PART-09-LINE-24E-COL-B,PC
24,F9_09_,EXP_OTH_OTH_MGMT,All Other expenses - Admin,F990-PC-PART-09-LINE-24E-COL-C,PC
24,F9_09_,EXP_OTH_OTH_FUNDR,All Other expenses - Fundraising,F990-PC-PART-09-LINE-24E-COL-D,PC
24,F9_09_,EXP_TOT_TOT,Total Functional Expenses - Total,F990-PC-PART-09-LINE-25-COL-A,PC
24,F9_09_,EXP_TOT_PROG,Program services,F990-PC-PART-09-LINE-25-COL-B,PC
24,F9_09_,EXP_TOT_MGMT,Management and general,F990-PC-PART-09-LINE-25-COL-C,PC
24,F9_09_,EXP_TOT_FUNDR,Total Functional Expenses - Fundraising,F990-PC-PART-09-LINE-25-COL-D,PC
24,F9_09_,EXP_JOINT_COST_X,Form990 Part IX - Joint costs?,F990-PC-PART-09-LINE-26,PC
24,F9_09_,EXP_JOINT_COST_TOT,Total Joint Costs - Total,F990-PC-PART-09-LINE-26-COL-A,PC
24,F9_09_,EXP_JOINT_COST_PROG,Program services,F990-PC-PART-09-LINE-26-COL-B,PC
24,F9_09_,EXP_JOINT_COST_MGMT,Management and general,F990-PC-PART-09-LINE-26-COL-C,PC
24,F9_09_,EXP_JOINT_COST_FUNDR,Total Joint Costs - Fundraising,F990-PC-PART-09-LINE-26-COL-D,PC
25,F9_09_,EXP_OTH_DESC,Other Expenses - Description,F990-PC-PART-09-LINE-24-ABCD,PC
25,F9_09_,EXP_OTH_TOT,Other Expenses - Total,F990-PC-PART-09-LINE-24-ABCD-COL-A,PC
25,F9_09_,EXP_OTH_PROG,Program services,F990-PC-PART-09-LINE-24-ABCD-COL-B,PC
25,F9_09_,EXP_OTH_MGMT,Management and general,F990-PC-PART-09-LINE-24-ABCD-COL-C,PC
25,F9_09_,EXP_OTH_FUNDR,Other Expenses - Fundraising,F990-PC-PART-09-LINE-24-ABCD-COL-D,PC
26,F9_10_,INFO_SCHED_O_X,Schedule O contains a response to a question in Part X,F990-PC-PART-10-LINE-00; F990-EZ-PART-02-LINE-00,PZ
26,F9_10_,ASSET_CASH_BOY,"Cash, non-interest-bearing, beginning of year",F990-PC-PART-10-LINE-01-BOY,PZ
26,F9_10_,ASSET_CASH_EOY,"Cash, non-interest-bearing, end of year",F990-PC-PART-10-LINE-01-EOY,PZ
26,F9_10_,ASSET_SAVING_BOY,Beginnning of year,F990-PC-PART-10-LINE-02-BOY,PZ
26,F9_10_,ASSET_SAVING_EOY,Ending of year,F990-PC-PART-10-LINE-02-EOY,PZ
26,F9_10_,ASSET_PLEDGE_NET_BOY,Beginnning of year,F990-PC-PART-10-LINE-03-BOY,PC
26,F9_10_,ASSET_PLEDGE_NET_EOY,Ending of year,F990-PC-PART-10-LINE-03-EOY,PC
26,F9_10_,ASSET_ACC_NET_BOY,"Net accounts receivable, beginning of year",F990-PC-PART-10-LINE-04-BOY,PC
26,F9_10_,ASSET_ACC_NET_EOY,"Net accounts receivable, end of year",F990-PC-PART-10-LINE-04-EOY,PC
26,F9_10_,ASSET_LOAN_OFF_BOY,Beginnning of year,F990-PC-PART-10-LINE-05-BOY,PC
26,F9_10_,ASSET_LOAN_OFF_EOY,Ending of year,F990-PC-PART-10-LINE-05-EOY,PC
26,F9_10_,ASSET_LOAN_DSQ_PERS_BOY,Beginnning of year,F990-PC-PART-10-LINE-06-BOY,PC
26,F9_10_,ASSET_LOAN_DSQ_PERS_EOY,Ending of year,F990-PC-PART-10-LINE-06-EOY,PC
26,F9_10_,ASSET_NOTE_LOAN_NET_BOY,Beginnning of year,F990-PC-PART-10-LINE-07-BOY,PC
26,F9_10_,ASSET_NOTE_LOAN_NET_EOY,Ending of year,F990-PC-PART-10-LINE-07-EOY,PC
26,F9_10_,ASSET_INV_SALE_BOY,Beginnning of year,F990-PC-PART-10-LINE-08-BOY,PC
26,F9_10_,ASSET_INV_SALE_EOY,Ending of year,F990-PC-PART-10-LINE-08-EOY,PC
26,F9_10_,ASSET_EXP_PREPAID_BOY,Beginnning of year,F990-PC-PART-10-LINE-09-BOY,PC
26,F9_10_,ASSET_EXP_PREPAID_EOY,Ending of year,F990-PC-PART-10-LINE-09-EOY,PC
26,F9_10_,ASSET_LAND_BLDG,Land; buildings; and equipment basis,F990-PC-PART-10-LINE-10A,PC
26,F9_10_,ASSET_LAND_BLDG_DEPREC,Less: accumulated depreciation,F990-PC-PART-10-LINE-10B,PC
26,F9_10_,ASSET_LAND_BLDG_NET_BOY,Beginnning of year,F990-PC-PART-10-LINE-10C-BOY; F990-EZ-PART-02-LINE-23-BOY,PZ
26,F9_10_,ASSET_LAND_BLDG_NET_EOY,Ending of year,F990-PC-PART-10-LINE-10C-EOY; F990-EZ-PART-02-LINE-23-EOY,PZ
26,F9_10_,ASSET_INVEST_SEC_BOY,Beginnning of year,F990-PC-PART-10-LINE-11-BOY,PZ
26,F9_10_,ASSET_INVEST_SEC_EOY,Ending of year,F990-PC-PART-10-LINE-11-EOY,PZ
26,F9_10_,ASSET_INVEST_SEC_OTH_BOY,Beginnning of year,F990-PC-PART-10-LINE-12-BOY,PZ
26,F9_10_,ASSET_INVEST_SEC_OTH_EOY,Ending of year,F990-PC-PART-10-LINE-12-EOY,PZ
26,F9_10_,ASSET_INVEST_PROG_RLTD_BOY,Beginnning of year,F990-PC-PART-10-LINE-13-BOY,PZ
26,F9_10_,ASSET_INVEST_PROG_RLTD_EOY,Ending of year,F990-PC-PART-10-LINE-13-EOY,PZ
26,F9_10_,ASSET_INTANGIBLE_BOY,Beginnning of year,F990-PC-PART-10-LINE-14-BOY,PC
26,F9_10_,ASSET_INTANGIBLE_EOY,Ending of year,F990-PC-PART-10-LINE-14-EOY,PC
26,F9_10_,ASSET_OTH_BOY,Beginnning of year,F990-PC-PART-10-LINE-15-BOY; F990-EZ-PART-02-LINE-24-BOY,PZ
26,F9_10_,ASSET_OTH_EOY,Ending of year,F990-PC-PART-10-LINE-15-EOY; F990-EZ-PART-02-LINE-24-EOY,PZ
26,F9_10_,ASSET_TOT_BOY,Beginnning of year,F990-PC-PART-10-LINE-16-BOY; F990-EZ-PART-02-LINE-25-BOY,PZ
26,F9_10_,ASSET_TOT_EOY,Ending of year,F990-PC-PART-10-LINE-16-EOY; F990-EZ-PART-02-LINE-25-EOY,PZ
26,F9_10_,LIAB_ACC_PAYABLE_BOY,"Accounts payable and accrued expenses, beginning of year",F990-PC-PART-10-LINE-17-BOY,PC
26,F9_10_,LIAB_ACC_PAYABLE_EOY,"Accounts payable and accrued expenses, end of year",F990-PC-PART-10-LINE-17-EOY,PC
26,F9_10_,LIAB_GRANT_PAYABLE_BOY,Beginnning of year,F990-PC-PART-10-LINE-18-BOY,PC
26,F9_10_,LIAB_GRANT_PAYABLE_EOY,Ending of year,F990-PC-PART-10-LINE-18-EOY,PC
26,F9_10_,LIAB_REV_DEFERRED_BOY,"Deferred revenue, beginning of year",F990-PC-PART-10-LINE-19-BOY,PC
26,F9_10_,LIAB_REV_DEFERRED_EOY,"Deferred revenue, end of year",F990-PC-PART-10-LINE-19-EOY,PC
26,F9_10_,LIAB_TAX_EXEMPT_BOND_BOY,Beginnning of year,F990-PC-PART-10-LINE-20-BOY,PC
26,F9_10_,LIAB_TAX_EXEMPT_BOND_EOY,Ending of year,F990-PC-PART-10-LINE-20-EOY,PC
26,F9_10_,LIAB_ESCROW_ACC_BOY,"Escrow or custodial account liability, beginning of year",F990-PC-PART-10-LINE-21-BOY,PC
26,F9_10_,LIAB_ESCROW_ACC_EOY,"Escrow or custodial account liability, end of year",F990-PC-PART-10-LINE-21-EOY,PC
26,F9_10_,LIAB_LOAN_OFF_BOY,Beginnning of year,F990-PC-PART-10-LINE-22-BOY,PC
26,F9_10_,LIAB_LOAN_OFF_EOY,Ending of year,F990-PC-PART-10-LINE-22-EOY,PC
26,F9_10_,LIAB_MTG_NOTE_BOY,Beginnning of year,F990-PC-PART-10-LINE-23-BOY,PC
26,F9_10_,LIAB_MTG_NOTE_EOY,Ending of year,F990-PC-PART-10-LINE-23-EOY,PC
26,F9_10_,LIAB_NOTE_UNSEC_BOY,Beginnning of year,F990-PC-PART-10-LINE-24-BOY,PC
26,F9_10_,LIAB_NOTE_UNSEC_EOY,Ending of year,F990-PC-PART-10-LINE-24-EOY,PC
26,F9_10_,LIAB_OTH_BOY,Beginnning of year,F990-PC-PART-10-LINE-25-BOY,PC
26,F9_10_,LIAB_OTH_EOY,Ending of year,F990-PC-PART-10-LINE-25-EOY,PC
26,F9_10_,LIAB_TOT_BOY,Beginnning of year,F990-PC-PART-10-LINE-26-BOY; F990-EZ-PART-02-LINE-26-BOY,PZ
26,F9_10_,NAFB_FOLLOW_SFAS117_X,Organization does follow SFAS 117,F990-PC-PART-10-LINE-26-BTWN-27,PC
26,F9_10_,LIAB_TOT_EOY,Ending of year,F990-PC-PART-10-LINE-26-EOY; F990-EZ-PART-02-LINE-26-EOY,PZ
26,F9_10_,NAFB_UNRESTRICT_BOY,Beginnning of year,F990-PC-PART-10-LINE-27-COL-A; F990-PC-PART-10-LINE-27-BOY,PC
26,F9_10_,NAFB_UNRESTRICT_EOY,Net assets without donor restrictions End of Year,F990-PC-PART-10-LINE-27-EOY; F990-PC-PART-10-LINE-27-COL-B,PC
26,F9_10_,NAFB_RESTRICT_TEMP_BOY,Beginnning of year,F990-PC-PART-10-LINE-28-BOY,PC
26,F9_10_,NAFB_RESTRICT_BOY,Net assets with donor restrictions Beginning of Year,F990-PC-PART-10-LINE-28-COL-A,PC
26,F9_10_,NAFB_RESTRICT_EOY,Net assets with donor restrictions Beginning of Year,F990-PC-PART-10-LINE-28-COL-B,PC
26,F9_10_,NAFB_RESTRICT_TEMP_EOY,Ending of year,F990-PC-PART-10-LINE-28-EOY,PC
26,F9_10_,NAFB_RESTRICT_PERM_BOY,Beginnning of year,F990-PC-PART-10-LINE-29-BOY,PC
26,F9_10_,NAFB_NO_FOLLOW_SFAS117_X,Organization does not follow SFAS 117,F990-PC-PART-10-LINE-29-BTWN-30,PC
26,F9_10_,NAFB_RESTRICT_PERM_EOY,Ending of year,F990-PC-PART-10-LINE-29-EOY,PC
26,F9_10_,NAFB_CAP_STCK_BOY,"Capital stock or trust principal, or current funds, beginning of year",F990-PC-PART-10-LINE-30-BOY,PC
26,F9_10_,NAFB_CAP_STCK_EOY,"Capital stock or trust principal, or current funds, end of year",F990-PC-PART-10-LINE-30-EOY,PC
26,F9_10_,NAFB_CAP_SURPLUS_BOY,Beginnning of year,F990-PC-PART-10-LINE-31-BOY,PC
26,F9_10_,NAFB_CAP_SURPLUS_EOY,Ending of year,F990-PC-PART-10-LINE-31-EOY,PC
26,F9_10_,NAFB_EARNING_RETAINED_BOY,Beginnning of year,F990-PC-PART-10-LINE-32-BOY,PC
26,F9_10_,NAFB_EARNING_RETAINED_EOY,Ending of year,F990-PC-PART-10-LINE-32-EOY,PC
26,F9_10_,NAFB_TOT_BOY,Beginnning of year,F990-PC-PART-10-LINE-33-BOY; F990-EZ-PART-02-LINE-27-BOY,PZ
26,F9_10_,NAFB_TOT_EOY,Ending of year,F990-PC-PART-10-LINE-33-EOY; F990-EZ-PART-02-LINE-27-EOY,PZ
26,F9_10_,NAFB_TOT_LIAB_NAFB_BOY,Beginnning of year,F990-PC-PART-10-LINE-34-BOY,PC
26,F9_10_,NAFB_TOT_LIAB_NAFB_EOY,Ending of year,F990-PC-PART-10-LINE-34-EOY,PC
26,F9_10_,ASSET_CASH_SAVING_BOY,"Cash, savings, and investments, beginning of year (F990-PC-PART-10-LINE-01-02-11-12-13-BOY-COMBINED: F990-EZ-PART-02-LINE-22-BOY)",F990-EZ-PART-02-LINE-22-BOY,PZ
26,F9_10_,ASSET_CASH_SAVING_EOY,"Cash, savings, and investments, end of year (F990-PC-PART-10-LINE-01-02-11-12-13-EOY-COMBINED: F990-EZ-PART-02-LINE-22-EOY)",F990-EZ-PART-02-LINE-22-EOY,PZ
26,F9_10_,ASSET_LAND_BLDG_BOY,"Net value including lands, buildings, and equipment, beginning of year",F990-EZ-PART-02-LINE-23-BOY,PZ
26,F9_10_,ASSET_LAND_BLDG_EOY,"Net value including lands, buildings, and equipment, end of year",F990-EZ-PART-02-LINE-23-EOY,PZ
27,F9_11_,INFO_SCHED_O_X,Schedule O contains a response to a question in Part XI,F990-PC-PART-11-LINE-00,PC
27,F9_11_,RECO_REV_LESS_EXP,Revenue less expenses,F990-PC-PART-11-LINE-03,PC
27,F9_11_,RECO_GAIN_INVEST_NET,Net unrealized gains (losses) on investments,F990-PC-PART-11-LINE-05,PC
27,F9_11_,RECO_SVC_DONATED,Donated services and use of facilities,F990-PC-PART-11-LINE-06,PC
27,F9_11_,RECO_INVEST_EXP,Investment expenses,F990-PC-PART-11-LINE-07,PC
27,F9_11_,RECO_ADJ_PRIOR,Prior period adjustments,F990-PC-PART-11-LINE-08,PC
27,F9_11_,RECO_OTH_CHANGE_NAFB,Other changes in net assets or fund balances,F990-PC-PART-11-LINE-09; F990-EZ-PART-01-LINE-20,PZ
28,F9_12_,INFO_SCHED_O_X,Schedule O contains a response to a question in Part XII,F990-PC-PART-12-LINE-00,PC
28,F9_12_,FINSTAT_METHOD_ACC_ACCRU_X,Method of accounting - Accrual,F990-PC-PART-12-LINE-01; F990-EZ-PART-00-SECTION-G,PZ
28,F9_12_,FINSTAT_METHOD_ACC_CASH_X,Method of accounting - Cash,F990-PC-PART-12-LINE-01; F990-EZ-PART-00-SECTION-G,PZ
28,F9_12_,FINSTAT_METHOD_ACC_OTH_X,Method of accounting - Other,F990-PC-PART-12-LINE-01,PZ
28,F9_12_,FINSTAT_COMPILE_BOTH_X,Accountant Compile Or Review Basis - FinancialStatementBoth,F990-PC-PART-12-LINE-02A,PC
28,F9_12_,FINSTAT_COMPILE_CONSOL_X,Accountant Compile Or Review Basis - FinancialStatementConsolidated,F990-PC-PART-12-LINE-02A,PC
28,F9_12_,FINSTAT_COMPILE_SEP_X,Accountant Compile Or Review Basis - FinancialStatementSeparate,F990-PC-PART-12-LINE-02A,PC
28,F9_12_,FINSTAT_COMPILE_X,Accountant provide compilation or review?,F990-PC-PART-12-LINE-02A,PC
28,F9_12_,FINSTAT_AUDIT_BOTH_X,Financial statement issued on consolidated and separate basis,F990-PC-PART-12-LINE-02B,PC
28,F9_12_,FINSTAT_AUDIT_CONSOL_X,Financial statement issued on consolidated basis,F990-PC-PART-12-LINE-02B,PC
28,F9_12_,FINSTAT_AUDIT_SEP_X,Financial statement issued on separate basis,F990-PC-PART-12-LINE-02B,PC
28,F9_12_,FINSTAT_AUDIT_X,Financial sheets audited?,F990-PC-PART-12-LINE-02B,PC
28,F9_12_,FINSTAT_AUDIT_COMMITTEE_X,Does the organization have an audit committee?,F990-PC-PART-12-LINE-02C,PC
28,F9_12_,FINSTAT_FED_AUDIT_REQ_X,Federal grant audit required?,F990-PC-PART-12-LINE-03A,PC
28,F9_12_,FINSTAT_FED_AUDIT_PERF_X,Federal grant audit performed?,F990-PC-PART-12-LINE-03B,PC
28,F9_12_,FINSTAT_METHOD_ACC_OTH,Indicates method of accounting is other,F990-EZ-PART-00-SECTION-G,PZ
29,SA_00_,NAME_ORG_L1,Name Of Organization - BusinessNameLine1,SCHED-A-PART-00,HD
30,SA_01_,PCSTAT_CHURCH_X,A church; convention of churches; or association of churches. Section 170(b)(1)(A)(i),SCHED-A-PART-01-LINE-01,PZ
30,SA_01_,PCSTAT_SCHOOL_X,A school. Section 170(b)(1)(A)(ii),SCHED-A-PART-01-LINE-02,PZ
30,SA_01_,PCSTAT_HOSPITAL_X,A hospital or a cooperative hospital service organization. Section 170(b)(1)(A)(iii),SCHED-A-PART-01-LINE-03,PZ
30,SA_01_,PCSTAT_HOSPITAL_ADDR_CITY,US address or foreign address,SCHED-A-PART-01-LINE-04,PZ
30,SA_01_,PCSTAT_HOSPITAL_ADDR_CNTR,Foreign country name,SCHED-A-PART-01-LINE-04,PZ
30,SA_01_,PCSTAT_HOSPITAL_ADDR_STATE,US address or foreign address,SCHED-A-PART-01-LINE-04,PZ
30,SA_01_,PCSTAT_HOSPITAL_NAME_L1,Name - BusinessNameLine1,SCHED-A-PART-01-LINE-04,PZ
30,SA_01_,PCSTAT_HOSPITAL_NAME_L2,Name - BusinessNameLine2,SCHED-A-PART-01-LINE-04,PZ
30,SA_01_,PCSTAT_MEDICAL_RSRCH_X,A medical research organization operated in conjunction with a hospital. Section 170(b)(1)(A)(iii),SCHED-A-PART-01-LINE-04,PZ
30,SA_01_,PCSTAT_COLLEGE_BEN_X,An organization operated for the benefit of a college or university owned or operated by a governmental unit. Section 170(b)(1)(A)(iv).,SCHED-A-PART-01-LINE-05,PZ
30,SA_01_,PCSTAT_GOVT_X,A Federal; state; or local government or governmental unit. Section 170(b)(1)(A)(v),SCHED-A-PART-01-LINE-06,PZ
30,SA_01_,PCSTAT_GOVT_PUB_SUPPORT_X,An organization that normally receives a substantial part of its support from a governmental unit or from the general public. (b)(1)(A)(vi),SCHED-A-PART-01-LINE-07,PZ
30,SA_01_,PCSTAT_COM_TRUST_X,A community trust. Section 170(b)(1)(A)(vi),SCHED-A-PART-01-LINE-08,PZ
30,SA_01_,PCSTAT_PUB_SUPPORT_X,Publicly supported organization 509(a)(2),SCHED-A-PART-01-LINE-10,PZ
30,SA_01_,PCSTAT_PUB_SAFETY_TEST_X,An organization organized and operated to test for public safety. Section 509(a)(4),SCHED-A-PART-01-LINE-11,PZ
30,SA_01_,PCSTAT_SUPPORT_T3_OTH_X,Supporting organization 509(a)(3) - Type 3 Other (see SA-FORM-VERSION-2011-PART-01),SCHED-A-PART-01-LINE-11D,PZ
