source_table_index,PREFIX,VARIABLE_NAME,DESCRIPTION,LOCATION_CODE,SCOPE
40,SC_02_,AVE_EXP_LOB_NONTAX_CY_M1,Lobbying Nontaxable Amount2 - Current year minus 1,SCHED-C-PART-02-A-LINE-02A-COL-C,PZ
40,SC_02_,AVE_EXP_LOB_NONTAX_CY,Lobbying Nontaxable Amount2 - Current year,SCHED-C-PART-02-A-LINE-02A-COL-D,PZ
40,SC_02_,AVE_EXP_LOB_NONTAX_TOT,Lobbying Nontaxable Amount2 - Total,SCHED-C-PART-02-A-LINE-02A-COL-E,PZ
40,SC_02_,AVE_EXP_LOB_CEILING_TOT,Lobbying ceiling amount (150% of line 2a(e)),SCHED-C-PART-02-A-LINE-02B-COL-E,PZ
40,SC_02_,AVE_EXP_TOT_LOB_CY_M3,Total Lobbying Expenditures2 - Current year minus 3,SCHED-C-PART-02-A-LINE-02C-COL-A,PZ
40,SC_02_,AVE_EXP_TOT_LOB_CY_M2,Total Lobbying Expenditures2 - Current year minus 2,SCHED-C-PART-02-A-LINE-02C-COL-B,PZ
40,SC_02_,AVE_EXP_TOT_LOB_CY_M1,Total Lobbying Expenditures2 - Current year minus 1,SCHED-C-PART-02-A-LINE-02C-COL-C,PZ
40,SC_02_,AVE_EXP_TOT_LOB_CY,Total Lobbying Expenditures2 - Current year,SCHED-C-PART-02-A-LINE-02C-COL-D,PZ
40,SC_02_,AVE_EXP_TOT_LOB_TOT,Total Lobbying Expenditures2 - Total,SCHED-C-PART-02-A-LINE-02C-COL-E,PZ
40,SC_02_,AVE_EXP_GRASS_NONTAX_CY_M3,Grassroots Nontaxable Amount2 - Current year minus 3,SCHED-C-PART-02-A-LINE-02D-COL-A,PZ
40,SC_02_,AVE_EXP_GRASS_NONTAX_CY_M2,Grassroots Nontaxable Amount2 - Current year minus 2,SCHED-C-PART-02-A-LINE-02D-COL-B,PZ
40,SC_02_,AVE_EXP_GRASS_NONTAX_CY_M1,Grassroots Nontaxable Amount2 - Current year minus 1,SCHED-C-PART-02-A-LINE-02D-COL-C,PZ
40,SC_02_,AVE_EXP_GRASS_NONTAX_CY,Grassroots Nontaxable Amount2 - Current year,SCHED-C-PART-02-A-LINE-02D-COL-D,PZ
40,SC_02_,AVE_EXP_GRASS_NONTAX_TOT,Grassroots Nontaxable Amount2 - Total,SCHED-C-PART-02-A-LINE-02D-COL-E,PZ
40,SC_02_,AVE_EXP_GRASS_CEILING_TOT,Grassroots ceiling amount (150% of line 2d(e)),SCHED-C-PART-02-A-LINE-02E-COL-E,PZ
40,SC_02_,AVE_EXP_GRASS_LOB_CY_M3,Grassroots Lobbying Expenditures - Current year minus 3,SCHED-C-PART-02-A-LINE-02F-COL-A,PZ
40,SC_02_,AVE_EXP_GRASS_LOB_CY_M2,Grassroots Lobbying Expenditures - Current year minus 2,SCHED-C-PART-02-A-LINE-02F-COL-B,PZ
40,SC_02_,AVE_EXP_GRASS_LOB_CY_M1,Grassroots Lobbying Expenditures - Current year minus 1,SCHED-C-PART-02-A-LINE-02F-COL-C,PZ
40,SC_02_,AVE_EXP_GRASS_LOB_CY,Grassroots Lobbying Expenditures - Current year,SCHED-C-PART-02-A-LINE-02F-COL-D,PZ
40,SC_02_,AVE_EXP_GRASS_LOB_TOT,Grassroots Lobbying Expenditures - Total,SCHED-C-PART-02-A-LINE-02F-COL-E,PZ
40,SC_02_,ORG_BELONG_AFFGROUP_X,Check if the organization belongs to an affiliated group,SCHED-C-PART-02-A-LINE-A,PZ
40,SC_02_,ORG_LIMIT_CTRL_PROV_X,Check if “A” is checked and “limited control” provisions apply,SCHED-C-PART-02-A-LINE-B,PZ
40,SC_02_,LOB_ACT_VOL_X,IRS990 Schedule C - Volunteers?,SCHED-C-PART-02-B-LINE-01A-COL-A,PZ
40,SC_02_,LOB_ACT_PAID_STAFF_X,Paid staff or management (include compensation in expenses reported on Line c through i),SCHED-C-PART-02-B-LINE-01B-COL-A,PZ
40,SC_02_,LOB_ACT_PAID_STAFF_AMT,Paid staff or management (include compensation in expenses reported on Line c through i)(Amount),SCHED-C-PART-02-B-LINE-01B-COL-B,PZ
40,SC_02_,LOB_ACT_MEDIA_AD_X,Media advertisements?,SCHED-C-PART-02-B-LINE-01C-COL-A,PZ
40,SC_02_,LOB_ACT_MEDIA_AD_AMT,Media advertisements amount (only for section 501(c)(3)),SCHED-C-PART-02-B-LINE-01C-COL-B,PZ
40,SC_02_,LOB_ACT_MAIL_MEMB_X,Mailings to members; legislators; or to the public?,SCHED-C-PART-02-B-LINE-01D-COL-A,PZ
40,SC_02_,LOB_ACT_MAIL_MEMB_AMT,Mailings to members; legislators; or to the public?(Amount),SCHED-C-PART-02-B-LINE-01D-COL-B,PZ
40,SC_02_,LOB_ACT_PUBLICA_BCAST_X,Publications; or published or broadcast statements?,SCHED-C-PART-02-B-LINE-01E-COL-A,PZ
40,SC_02_,LOB_ACT_PUBLICA_BCAST_AMT,Publications; or published or broadcast statements (only for section 501(c)(3))(Amount),SCHED-C-PART-02-B-LINE-01E-COL-B,PZ
40,SC_02_,LOB_ACT_GRANT_OTH_ORG_X,Grants to other organizations for lobbying purposes?,SCHED-C-PART-02-B-LINE-01F-COL-A,PZ
40,SC_02_,LOB_ACT_GRANT_OTH_ORG_AMT,Grants to other organizations for lobbying purposes (only for section 501(c)(3))(Amount),SCHED-C-PART-02-B-LINE-01F-COL-B,PZ
40,SC_02_,LOB_ACT_CONTACT_LEGIS_X,Direct contact with legislators; their staffs; government officials; or a legislative body?,SCHED-C-PART-02-B-LINE-01G-COL-A,PZ
40,SC_02_,LOB_ACT_CONTACT_LEGIS_AMT,Direct contact with legislators; their staffs; government officials; or a legislative body (only for section 501(c)(3))(Amount),SCHED-C-PART-02-B-LINE-01G-COL-B,PZ
40,SC_02_,LOB_ACT_RALLIES_X,Rallies; demonstrations; seminars; conventions; speeches; lectures; or any other means?,SCHED-C-PART-02-B-LINE-01H-COL-A,PZ
40,SC_02_,LOB_ACT_RALLIES_AMT,Rallies; demonstrations; seminars; conventions; speeches; lectures; or any other means (only for section 501(c)(3))(Amount),SCHED-C-PART-02-B-LINE-01H-COL-B,PZ
40,SC_02_,LOB_ACT_OTH_ACT_X,Other activities?,SCHED-C-PART-02-B-LINE-01I-COL-A,PZ
40,SC_02_,LOB_ACT_OTH_ACT_AMT,Other activities amount,SCHED-C-PART-02-B-LINE-01I-COL-B,PZ
40,SC_02_,LOB_ACT_TOT_L1C_1I,Total Line 1c through 1i (only for section 501(c)(3)),SCHED-C-PART-02-B-LINE-01J-COL-B,PZ
40,SC_02_,LOB_ACT_NO_DESC_501C3_X,Did the activities in line 1 cause the organization to be not described in section 501(c)(3)?,SCHED-C-PART-02-B-LINE-02A-COL-A,PZ
40,SC_02_,LOB_ACT_4912TAX_ORG,If “Yes;” enter the amount of any tax incurred under section 4912,SCHED-C-PART-02-B-LINE-02B-COL-B,PZ
40,SC_02_,LOB_ACT_4912TAX_MGR,If “Yes;” enter the amount of any tax incurred by organization managers under section 4912,SCHED-C-PART-02-B-LINE-02C-COL-B,PZ
40,SC_02_,LOB_ACT_4912_FILE_4720_X,If the filing organization incurred a section 4912 tax; did it file Form 4720 for this year?,SCHED-C-PART-02-B-LINE-02D-COL-A,PZ
41,SC_03_,DUES_NONDEDUCT_X,Were substantially all (90% or more) dues received nondeductible by members?,SCHED-C-PART-03-A-LINE-01,PZ
41,SC_03_,INHOUSE_LOB_EXP_LT_2K_X,Did the organization make only in-house lobbying expenditures of $2;000 or less?,SCHED-C-PART-03-A-LINE-02,PZ
41,SC_03_,AGREE_CARRYOVER_LOB_PY_X,Did the organization agree to carryover lobbying and political expenditures from the prior year?,SCHED-C-PART-03-A-LINE-03,PZ
41,SC_03_,AMT_DUE_ASSESS,Dues; assessments and similar amounts from members,SCHED-C-PART-03-B-LINE-01,PZ
41,SC_03_,NONDEDUCT_LOB_CY,Nondeductible lobbying and political expenditures - Current year,SCHED-C-PART-03-B-LINE-02A,PZ
41,SC_03_,NONDEDUCT_LOB_CARRYOVER,Nondeductible lobbying and political expenditures - Carryover from last year,SCHED-C-PART-03-B-LINE-02B,PZ
41,SC_03_,NONDEDUCT_LOB_TOT,Nondeductible lobbying and political expenditures - Total,SCHED-C-PART-03-B-LINE-02C,PZ
41,SC_03_,AMT_AGGREGATE_REPORTED,Aggregate amount reported in section 6033(e)(1)(A) notices of nondeductible section 162(e) dues,SCHED-C-PART-03-B-LINE-03,PZ
41,SC_03_,AMT_CARRYOVER_NY,If notices were sent and the amount on line 2c exceeds the amount on line 3; what portion of that amount does the organization agree to carryover to the reasonable estimate of nondeductible lobbying and political expenditure next year?,SCHED-C-PART-03-B-LINE-04,PZ
41,SC_03_,AMT_TAXABLE_LOB,Taxable amount of lobbying and political expenditures (line 2c total minus 3 and 4),SCHED-C-PART-03-B-LINE-05,PZ
42,SC_04_,EXPLANATION_TEXT,Explanation,SCHED-C-PART-04,PZ
42,SC_04_,FORM_LINE_REFERENCE,Return reference,SCHED-C-PART-04,PZ
42,SC_04_,IDENTIFIER,Identifier,SCHED-C-PART-04,PZ
42,SC_04_,RETURN_REFERENCE,Return reference,SCHED-C-PART-04,PZ
43,SD_01_,TOT_NUM_EOY_DAF,Enter the total number of donor advised funds maintained at the end of the tax year,SCHED-D-PART-01-LINE-01-COL-A,PC
43,SD_01_,TOT_NUM_EOY_OTH,Enter the total number of separate accounts for participating donors where donors have the right to provide advice on the use or distribution of funds owned at the end of the tax year,SCHED-D-PART-01-LINE-01-COL-B,PC
43,SD_01_,AGGREGATE_CONTR_DAF,Contributions; gifts; grants; and similar amounts received: donor advised funds,SCHED-D-PART-01-LINE-02-COL-A,PC
43,SD_01_,AGGREGATE_CONTR_OTH,Contributions; gifts; grants; and similar amounts received: funds and other accounts,SCHED-D-PART-01-LINE-02-COL-B,PC
43,SD_01_,AGGREGATE_GRANT_DAF,Grants and allocations from donor advised funds,SCHED-D-PART-01-LINE-03-COL-A,PC
43,SD_01_,AGGREGATE_GRANT_OTH,Grants from funds and other accounts,SCHED-D-PART-01-LINE-03-COL-B,PC
43,SD_01_,AGGREGATE_VALUE_EOY_DAF,Enter the aggregate value of assets held in all donor advised funds at the end of the tax year,SCHED-D-PART-01-LINE-04-COL-A,PC
43,SD_01_,AGGREGATE_VALUE_EOY_OTH,Enter the aggregate value of assets held in all funds and other accounts at the end of the tax year,SCHED-D-PART-01-LINE-04-COL-B,PC
43,SD_01_,DISCLOSE_LEGAL_CTRL_DAF_X,Did the organization inform all donors and donor advisors in writing that the assets held in DAFs are the organization’s property; subject to the organization’s exclusive legal control?,SCHED-D-PART-01-LINE-05,PC
43,SD_01_,DISCLOSE_CHARIT_PURPOSE_X,Did the organization inform all grantees; donors; and donor advisors in writing that grant funds may be used only for charitable purposes and not for the benefit of the donor or donor advisor?,SCHED-D-PART-01-LINE-06,PC
44,SD_02_,EMT_HIST_LAND_AREA_X,Historic land area,SCHED-D-PART-02-LINE-01,PC
44,SD_02_,EMT_HIST_STR_X,Historic structure,SCHED-D-PART-02-LINE-01,PC
44,SD_02_,EMT_NATURAL_HABITAT_X,Protection of natural habitat,SCHED-D-PART-02-LINE-01,PC
44,SD_02_,EMT_OPEN_SPACE_X,Preservation of open space,SCHED-D-PART-02-LINE-01,PC
44,SD_02_,EMT_PUB_USE_X,Preservation for public use,SCHED-D-PART-02-LINE-01,PC
44,SD_02_,EMT_TOT_NUM,Total number of easements,SCHED-D-PART-02-LINE-02A,PC
44,SD_02_,EMT_TOT_ACREAGE,Total acreage subject to easements,SCHED-D-PART-02-LINE-02B,PC
44,SD_02_,EMT_NUM_HIST_STR,Number of easements on a certified historic structure included in (a),SCHED-D-PART-02-LINE-02C,PC
44,SD_02_,EMT_NUM_HIST_STR_AFTER_06,Number of historic structure easements acquired after 8/17/2006,SCHED-D-PART-02-LINE-02D,PC
44,SD_02_,EMT_NUM_MODIFIED,Number of conservation easements modified; transferred; released; or terminated by the organization during the taxable year,SCHED-D-PART-02-LINE-03,PC
44,SD_02_,EMT_NUM_STATES,Number of states in which the organization held an easement,SCHED-D-PART-02-LINE-04,PC
44,SD_02_,EMT_WRITTEN_POLICY_X,Does the organization have a written policy regarding the periodic monitoring; inspection; and enforcement of the easements it holds?,SCHED-D-PART-02-LINE-05,PC
44,SD_02_,EMT_STAFF_HOURS_ENFORCE,Staff hours devoted to monitoring or enforcing easements during the year,SCHED-D-PART-02-LINE-06,PC
44,SD_02_,EMT_EXP_INCURRED_ENFORCE,Amount of expenses incurred in monitoring or enforcing easements during the taxable year,SCHED-D-PART-02-LINE-07,PC
44,SD_02_,EMT_170H_SATISFIED_X,Does each conservation easement reported on line 2(d) above satisfy the requirements of section 170(h)(4)(B)(i) and 170(h)(4)(B)(ii)?,SCHED-D-PART-02-LINE-08,PC
45,SD_03_,ART_PUB_EXHIBITION_REV,Revenues on Form 990; Part VIII; line 1,SCHED-D-PART-03-LINE-01B(I),PC
45,SD_03_,ART_PUB_EXHIBITION_ASSET,Assets in Form 990; Part X,SCHED-D-PART-03-LINE-01B(II),PC
45,SD_03_,WORKS_ART_REV,Revenues on Form 990; Part VIII; line 1,SCHED-D-PART-03-LINE-02A,PC
45,SD_03_,WORKS_ART_ASSET,Assets in Form 990; Part X,SCHED-D-PART-03-LINE-02B,PC
45,SD_03_,COLLEC_PUB_EXHIBITION_X,Collection used for public exhibition,SCHED-D-PART-03-LINE-03A,PC
45,SD_03_,COLLEC_SCHOLAR_RSRCH_X,Collection used for scholarly research,SCHED-D-PART-03-LINE-03B,PC
45,SD_03_,COLLEC_PRESERVATION_X,Collection used for preservation,SCHED-D-PART-03-LINE-03C,PC
45,SD_03_,COLLEC_LOAN_PROG_X,Collection used for loan or exchange programs,SCHED-D-PART-03-LINE-03D,PC
45,SD_03_,COLLEC_OTH_DESC,Collection Used For Other - DescriptionOfOtherPurposes,SCHED-D-PART-03-LINE-03E,PC
45,SD_03_,COLLEC_OTH_X,Collection Used For Other - CollectionUsedForOtherPurposes,SCHED-D-PART-03-LINE-03E,PC
45,SD_03_,SOL_ASSET_SALE_X,During the year; did the organization solicit or receive donations of art; historical treasures or other similar assets to be sold to raise funds rather than to be maintained as part of the organization’s collection?,SCHED-D-PART-03-LINE-05,PC
46,SD_04_,AGENT_TRUSTEE_OTH_X,Is the organization an agent; trustee; custodian or other intermediary for contributions or other assets not included on Form 990; Part X?,SCHED-D-PART-04-LINE-01A,PC
46,SD_04_,ESCROW_BALANCE_BEG,Beginning balance,SCHED-D-PART-04-LINE-01C,PC
46,SD_04_,ESCROW_ADDITION,Additions during the year,SCHED-D-PART-04-LINE-01D,PC
46,SD_04_,ESCROW_DIST,Distributions during the year,SCHED-D-PART-04-LINE-01E,PC
46,SD_04_,ESCROW_BALANCE_END,Ending balance,SCHED-D-PART-04-LINE-01F,PC
46,SD_04_,ESCROW_ACC_LIAB_INCL_P10_X,Did the organization include an amount on Form 990; Part X; line 21?,SCHED-D-PART-04-LINE-02A,PC
46,SD_04_,EXPLANATION_P13_X,Part XIII contains an explanation for Part IV; Line 2b,SCHED-D-PART-04-LINE-02B,PC
47,SD_05_,ENDOW_BALANCE_BOY_CY,Beginning of year balance,SCHED-D-PART-05-LINE-01A-COL-A,PC
47,SD_05_,ENDOW_BALANCE_BOY_CY_M1,Beginning of year balance,SCHED-D-PART-05-LINE-01A-COL-B,PC
47,SD_05_,ENDOW_BALANCE_BOY_CY_M2,Beginning of year balance,SCHED-D-PART-05-LINE-01A-COL-C,PC
47,SD_05_,ENDOW_BALANCE_BOY_CY_M3,Beginning of year balance,SCHED-D-PART-05-LINE-01A-COL-D,PC
47,SD_05_,ENDOW_BALANCE_BOY_CY_M4,Beginning of year balance,SCHED-D-PART-05-LINE-01A-COL-E,PC
47,SD_05_,ENDOW_CONTR_CY,Current Year - Contributions,SCHED-D-PART-05-LINE-01B-COL-A,PC
47,SD_05_,ENDOW_CONTR_CY_M1,Current Year Minus1 Year - Contributions,SCHED-D-PART-05-LINE-01B-COL-B,PC
47,SD_05_,ENDOW_CONTR_CY_M2,Current Year Minus2 Years - Contributions,SCHED-D-PART-05-LINE-01B-COL-C,PC
47,SD_05_,ENDOW_CONTR_CY_M3,Current Year Minus3 Years - Contributions,SCHED-D-PART-05-LINE-01B-COL-D,PC
47,SD_05_,ENDOW_CONTR_CY_M4,Current Year Minus4 Years - Contributions,SCHED-D-PART-05-LINE-01B-COL-E,PC
47,SD_05_,ENDOW_INVEST_CY,Investment earnings or losses,SCHED-D-PART-05-LINE-01C-COL-A,PC
47,SD_05_,ENDOW_INVEST_CY_M1,Investment earnings or losses,SCHED-D-PART-05-LINE-01C-COL-B,PC
47,SD_05_,ENDOW_INVEST_CY_M2,Investment earnings or losses,SCHED-D-PART-05-LINE-01C-COL-C,PC
47,SD_05_,ENDOW_INVEST_CY_M3,Investment earnings or losses,SCHED-D-PART-05-LINE-01C-COL-D,PC
47,SD_05_,ENDOW_INVEST_CY_M4,Investment earnings or losses,SCHED-D-PART-05-LINE-01C-COL-E,PC
47,SD_05_,ENDOW_GRANT_CY,Grants or scholarships,SCHED-D-PART-05-LINE-01D-COL-A,PC
47,SD_05_,ENDOW_GRANT_CY_M1,Grants or scholarships,SCHED-D-PART-05-LINE-01D-COL-B,PC
47,SD_05_,ENDOW_GRANT_CY_M2,Grants or scholarships,SCHED-D-PART-05-LINE-01D-COL-C,PC
47,SD_05_,ENDOW_GRANT_CY_M3,Grants or scholarships,SCHED-D-PART-05-LINE-01D-COL-D,PC
47,SD_05_,ENDOW_GRANT_CY_M4,Grants or scholarships,SCHED-D-PART-05-LINE-01D-COL-E,PC
47,SD_05_,ENDOW_EXP_OTH_CY,Other expenditures,SCHED-D-PART-05-LINE-01E-COL-A,PC
47,SD_05_,ENDOW_EXP_OTH_CY_M1,Other expenditures,SCHED-D-PART-05-LINE-01E-COL-B,PC
47,SD_05_,ENDOW_EXP_OTH_CY_M2,Other expenditures,SCHED-D-PART-05-LINE-01E-COL-C,PC
47,SD_05_,ENDOW_EXP_OTH_CY_M3,Other expenditures,SCHED-D-PART-05-LINE-01E-COL-D,PC
47,SD_05_,ENDOW_EXP_OTH_CY_M4,Other expenditures,SCHED-D-PART-05-LINE-01E-COL-E,PC
47,SD_05_,ENDOW_EXP_ADMIN_CY,Administrative expenses,SCHED-D-PART-05-LINE-01F-COL-A,PC
47,SD_05_,ENDOW_EXP_ADMIN_CY_M1,Administrative expenses,SCHED-D-PART-05-LINE-01F-COL-B,PC
47,SD_05_,ENDOW_EXP_ADMIN_CY_M2,Administrative expenses,SCHED-D-PART-05-LINE-01F-COL-C,PC
47,SD_05_,ENDOW_EXP_ADMIN_CY_M3,Administrative expenses,SCHED-D-PART-05-LINE-01F-COL-D,PC
47,SD_05_,ENDOW_EXP_ADMIN_CY_M4,Administrative expenses,SCHED-D-PART-05-LINE-01F-COL-E,PC
47,SD_05_,ENDOW_BALANCE_EOY_CY,End of year balance,SCHED-D-PART-05-LINE-01G-COL-A,PC
47,SD_05_,ENDOW_BALANCE_EOY_CY_M1,End of year balance,SCHED-D-PART-05-LINE-01G-COL-B,PC
47,SD_05_,ENDOW_BALANCE_EOY_CY_M2,End of year balance,SCHED-D-PART-05-LINE-01G-COL-C,PC
47,SD_05_,ENDOW_BALANCE_EOY_CY_M3,End of year balance,SCHED-D-PART-05-LINE-01G-COL-D,PC
47,SD_05_,ENDOW_BALANCE_EOY_CY_M4,End of year balance,SCHED-D-PART-05-LINE-01G-COL-E,PC
47,SD_05_,PCT_L1G_BOARD_DESIGNATED,Board designated EOY balance,SCHED-D-PART-05-LINE-02A,PC
47,SD_05_,PCT_L1G_PERMANENT_ENDOW,Permanent endowment EOY balance,SCHED-D-PART-05-LINE-02B,PC
47,SD_05_,PCT_L1G_TERM_ENDOW,Term endowment EOY balance,SCHED-D-PART-05-LINE-02C,PC
47,SD_05_,ENDOW_HELD_ORG_UNRLTD_X,Endowments held by unrelated organizations?,SCHED-D-PART-05-LINE-03A(I),PC
47,SD_05_,ENDOW_HELD_ORG_RLTD_X,Endowments held by related organizations?,SCHED-D-PART-05-LINE-03A(II),PC
47,SD_05_,RLTD_ORG_LISTED_SCHED_R_X,Are related orgs listed on Schedule R?,SCHED-D-PART-05-LINE-03B,PC
48,SD_06_,ORG_LAND_COST_INVEST,Investment cost or other basis,SCHED-D-PART-06-LINE-01A-COL-A,PC
48,SD_06_,ORG_LAND_COST_OTH,Other cost or other basis,SCHED-D-PART-06-LINE-01A-COL-B,PC
48,SD_06_,ORG_LAND_BV,Land - Book value,SCHED-D-PART-06-LINE-01A-COL-D,PC
48,SD_06_,ORG_BLDG_COST_INVEST,Investment cost or other basis,SCHED-D-PART-06-LINE-01B-COL-A,PC
48,SD_06_,ORG_BLDG_COST_OTH,Other cost or other basis,SCHED-D-PART-06-LINE-01B-COL-B,PC
48,SD_06_,ORG_BLDG_DEPREC,Buildings - Depreciation,SCHED-D-PART-06-LINE-01B-COL-C,PC
48,SD_06_,ORG_BLDG_BV,Buildings - Book value,SCHED-D-PART-06-LINE-01B-COL-D,PC
48,SD_06_,ORG_LEASEHOLD_COST_INVEST,Investment cost or other basis,SCHED-D-PART-06-LINE-01C-COL-A,PC
48,SD_06_,ORG_LEASEHOLD_COST_OTH,Other cost or other basis,SCHED-D-PART-06-LINE-01C-COL-B,PC
48,SD_06_,ORG_LEASEHOLD_DEPREC,Leasehold Improvements - Depreciation,SCHED-D-PART-06-LINE-01C-COL-C,PC
48,SD_06_,ORG_LEASEHOLD_BV,Leasehold Improvements - Book value,SCHED-D-PART-06-LINE-01C-COL-D,PC
48,SD_06_,ORG_EQUIP_COST_INVEST,Investment cost or other basis,SCHED-D-PART-06-LINE-01D-COL-A,PC
48,SD_06_,ORG_EQUIP_COST_OTH,Other cost or other basis,SCHED-D-PART-06-LINE-01D-COL-B,PC
48,SD_06_,ORG_EQUIP_DEPREC,Equipment - Depreciation,SCHED-D-PART-06-LINE-01D-COL-C,PC
48,SD_06_,ORG_EQUIP_BV,Equipment - Book value,SCHED-D-PART-06-LINE-01D-COL-D,PC
48,SD_06_,ORG_OTH_COST_INVEST,Investment cost or other basis,SCHED-D-PART-06-LINE-01E-COL-A,PC
48,SD_06_,ORG_OTH_COST_OTH,Other cost or other basis,SCHED-D-PART-06-LINE-01E-COL-B,PC
48,SD_06_,ORG_OTH_DEPREC,Other - Depreciation,SCHED-D-PART-06-LINE-01E-COL-C,PC
48,SD_06_,ORG_OTH_BV,Other - Book value,SCHED-D-PART-06-LINE-01E-COL-D,PC
48,SD_06_,ORG_TOT_BV,Total of book value,SCHED-D-PART-06-LINE-999-COL-D,PC
49,SD_07_,INVEST_SEC_TOT_BV,Total of book value,SCHED-D-PART-07-LINE-99-COL-B,PC
50,SD_07_,INVEST_SEC_DERIVATIVE_BV,Financial Derivatives - Book value,SCHED-D-PART-07-LINE-01-COL-B,PC
50,SD_07_,INVEST_SEC_DERIVATIVE_MOV,Method of valuation,SCHED-D-PART-07-LINE-01-COL-C,PC
51,SD_07_,INVEST_SEC_EQ_INT_BV,Closely Held Equity Interests - Book value,SCHED-D-PART-07-LINE-02-COL-B,PC
51,SD_07_,INVEST_SEC_EQ_INT_MOV,Method of valuation,SCHED-D-PART-07-LINE-02-COL-C,PC
52,SD_07_,INVEST_SEC_OTH_DESC,Other - Description,SCHED-D-PART-07-LINE-03-COL-A,PC
52,SD_07_,INVEST_SEC_OTH_BV,Other - Book value,SCHED-D-PART-07-LINE-03-COL-B,PC
52,SD_07_,INVEST_SEC_OTH_MOV,Method of valuation,SCHED-D-PART-07-LINE-03-COL-C,PC
53,SD_08_,INVEST_PROG_RLTD_BV_TOT,Total of book value,SCHED-D-PART-08-COL-B-TOT,PC
54,SD_08_,INVEST_PROG_RLTD_DESC,Investments Program Related - Description,SCHED-D-PART-08-COL-A,PC
54,SD_08_,INVEST_PROG_RLTD_BV,Investments Program Related - Book value,SCHED-D-PART-08-COL-B,PC
54,SD_08_,INVEST_PROG_RLTD_MOV,Method of valuation,SCHED-D-PART-08-COL-C,PC
55,SD_09_,OTH_ASSET_BV_TOT,Total book value,SCHED-D-PART-09-COL-B-TOT,PC
56,SD_09_,OTH_ASSET_DESC,Other Assets - Description,SCHED-D-PART-09-COL-A,PC
56,SD_09_,OTH_ASSET_BV,Other Assets - Book value,SCHED-D-PART-09-COL-B,PC
57,SD_10_,LIAB_FED_INCOME_TAX_BV,Federal income tax liability,SCHED-D-PART-10-LINE-01-COL-B-(01),PC
57,SD_10_,LIAB_TOT_BV,Total of liability amounts,SCHED-D-PART-10-LINE-01-COL-B-TOT,PC
57,SD_10_,LIAB_FOOTNOTE_PART_08_X,Part XIII contains the text of the footnote for Part X; Line 2,SCHED-D-PART-10-LINE-02,PC
58,SD_10_,LIAB_OTH_DESC,Other Liabilities - Description,SCHED-D-PART-10-LINE-01-COL-A-(02),PC
58,SD_10_,LIAB_OTH_BV,Other Liabilities - Amount,SCHED-D-PART-10-LINE-01-COL-B-(02),PC
59,SD_11_,RECO_REV_TOT_PER_AFS,Form990 Schedule DPart XI - Total revenue,SCHED-D-PART-11-LINE-01,PC
59,SD_11_,RECO_REV_NUGAINS_INVEST,Net unrealized gains on investments,SCHED-D-PART-11-LINE-02A,PC
59,SD_11_,RECO_REV_DONATED_SVC,Donated services and use of facilities,SCHED-D-PART-11-LINE-02B,PC
59,SD_11_,RECO_REV_GRANT_PY,Recoveries of prior year grants,SCHED-D-PART-11-LINE-02C,PC
59,SD_11_,RECO_REV_OTH,Other revenues,SCHED-D-PART-11-LINE-02D,PC
59,SD_11_,RECO_REV_ADD_L2ABCD,Total amounts; add lines 2a through 2d,SCHED-D-PART-11-LINE-02E,PC
59,SD_11_,RECO_REV_SUBTRACT_L2E_L1,Part XII line 1 minus Part XII line 2e,SCHED-D-PART-11-LINE-03,PC
59,SD_11_,RECO_REV_INVEST_NO_INCL,Investment expenses not included on Form 990; Part VIII; line 7b,SCHED-D-PART-11-LINE-04A,PC
59,SD_11_,RECO_REV_OTH_NO_INCL,Other revenues not included,SCHED-D-PART-11-LINE-04B,PC
59,SD_11_,RECO_REV_ADD_L4AB,Total amounts; add lines 4a through 4b,SCHED-D-PART-11-LINE-04C,PC
59,SD_11_,RECO_REV_TOT,Total revenue (Form 990; Part 1; Line 12). Add lines 3 and 4c,SCHED-D-PART-11-LINE-05,PC
60,SD_12_,RECO_EXP_TOT_PER_AFS,Total Expenses; and Losses per audited financial statments,SCHED-D-PART-12-LINE-01,PC
60,SD_12_,RECO_EXP_DONATED_SVC,Donated Services and Use of Facilities,SCHED-D-PART-12-LINE-02A,PC
60,SD_12_,RECO_EXP_PY_ADJ,Prior year adjustments,SCHED-D-PART-12-LINE-02B,PC
60,SD_12_,RECO_EXP_LOSSES,Losses reported,SCHED-D-PART-12-LINE-02C,PC
60,SD_12_,RECO_EXP_OTH_INCL,Other expenses included,SCHED-D-PART-12-LINE-02D,PC
60,SD_12_,RECO_EXP_ADD_L2A_2D,Total amounts; add lines 2a through 2d,SCHED-D-PART-12-LINE-02E,PC
60,SD_12_,RECO_EXP_SUBTOT_L1_M_L2E,Part XIII line 1 minus Part XIII line 2e,SCHED-D-PART-12-LINE-03,PC
60,SD_12_,RECO_EXP_INVEST_NO_INCL,Investment expenses not included on Form 990; Part VIII; line 7b,SCHED-D-PART-12-LINE-04A,PC
60,SD_12_,RECO_EXP_OTH_NO_INCL,Other expenses,SCHED-D-PART-12-LINE-04B,PC
60,SD_12_,RECO_EXP_ADD_L4AB,Total amounts; add lines 4a through 4b,SCHED-D-PART-12-LINE-04C,PC
60,SD_12_,RECO_EXP_TOT,Total expenses (Form 990; Part I; Line 18). Add lines 3 and 4c,SCHED-D-PART-12-LINE-05,PC
