output_column,source_family,rows_total,rows_nonnull,fill_rate,distinct_nonnull_count,column_group,example_source_column
harm_assets_amount_num,nccs_efile,3866,2437,0.6303673047077082,2408,numeric_helper,
harm_assets_amount_num,nccs_postcard,3461,0,0.0,0,numeric_helper,
harm_income_amount_num,givingtuesday_datamart,4381,4337,0.9899566309061858,4205,numeric_helper,
harm_income_amount_num,nccs_bmf,29793,23928,0.8031416775752693,7879,numeric_helper,
harm_income_amount_num,nccs_efile,3866,3843,0.9940506983962752,3770,numeric_helper,
harm_income_amount_num,nccs_postcard,3461,0,0.0,0,numeric_helper,
harm_revenue_amount_num_parse_ok,givingtuesday_datamart,4381,4381,1.0,1,numeric_helper,
harm_revenue_amount_num_parse_ok,nccs_bmf,29793,29793,1.0,1,numeric_helper,
harm_revenue_amount_num_parse_ok,nccs_efile,3866,3866,1.0,1,numeric_helper,
harm_revenue_amount_num_parse_ok,nccs_postcard,3461,3461,1.0,1,numeric_helper,
harm_expenses_amount_num_parse_ok,givingtuesday_datamart,4381,4381,1.0,1,numeric_helper,
harm_expenses_amount_num_parse_ok,nccs_bmf,29793,29793,1.0,1,numeric_helper,
harm_expenses_amount_num_parse_ok,nccs_efile,3866,3866,1.0,1,numeric_helper,
harm_expenses_amount_num_parse_ok,nccs_postcard,3461,3461,1.0,1,numeric_helper,
harm_assets_amount_num_parse_ok,givingtuesday_datamart,4381,4381,1.0,1,numeric_helper,
harm_assets_amount_num_parse_ok,nccs_bmf,29793,29793,1.0,1,numeric_helper,
harm_assets_amount_num_parse_ok,nccs_efile,3866,3866,1.0,1,numeric_helper,
harm_assets_amount_num_parse_ok,nccs_postcard,3461,3461,1.0,1,numeric_helper,
harm_income_amount_num_parse_ok,givingtuesday_datamart,4381,4381,1.0,1,numeric_helper,
harm_income_amount_num_parse_ok,nccs_bmf,29793,29793,1.0,1,numeric_helper,
harm_income_amount_num_parse_ok,nccs_efile,3866,3866,1.0,1,numeric_helper,
harm_income_amount_num_parse_ok,nccs_postcard,3461,3461,1.0,1,numeric_helper,
gt__ACCOFEESTOTA,givingtuesday_datamart,4381,2022,0.46153846153846156,1629,source_native,ACCOFEESTOTA
gt__ACCOFEESTOTA,nccs_bmf,29793,0,0.0,0,source_native,ACCOFEESTOTA
gt__ACCOFEESTOTA,nccs_efile,3866,0,0.0,0,source_native,ACCOFEESTOTA
gt__ACCOFEESTOTA,nccs_postcard,3461,0,0.0,0,source_native,ACCOFEESTOTA
gt__ACTNOTPRERPT,givingtuesday_datamart,4381,1430,0.3264094955489614,3,source_native,ACTNOTPRERPT
gt__ACTNOTPRERPT,nccs_bmf,29793,0,0.0,0,source_native,ACTNOTPRERPT
gt__ACTNOTPRERPT,nccs_efile,3866,0,0.0,0,source_native,ACTNOTPRERPT
gt__ACTNOTPRERPT,nccs_postcard,3461,0,0.0,0,source_native,ACTNOTPRERPT
gt__ADDRESCHANGE,givingtuesday_datamart,4381,161,0.03674960054782013,1,source_native,ADDRESCHANGE
gt__ADDRESCHANGE,nccs_bmf,29793,0,0.0,0,source_native,ADDRESCHANGE
gt__ADDRESCHANGE,nccs_efile,3866,0,0.0,0,source_native,ADDRESCHANGE
gt__ADDRESCHANGE,nccs_postcard,3461,0,0.0,0,source_native,ADDRESCHANGE
gt__ADVERTTOTALO,givingtuesday_datamart,4381,1794,0.4094955489614243,1461,source_native,ADVERTTOTALO
gt__ADVERTTOTALO,nccs_bmf,29793,0,0.0,0,source_native,ADVERTTOTALO
gt__ADVERTTOTALO,nccs_efile,3866,0,0.0,0,source_native,ADVERTTOTALO
gt__ADVERTTOTALO,nccs_postcard,3461,0,0.0,0,source_native,ADVERTTOTALO
gt__AGGAMOJOICOS,givingtuesday_datamart,4381,47,0.01072814425930153,2,source_native,AGGAMOJOICOS
gt__AGGAMOJOICOS,nccs_bmf,29793,0,0.0,0,source_native,AGGAMOJOICOS
gt__AGGAMOJOICOS,nccs_efile,3866,0,0.0,0,source_native,AGGAMOJOICOS
gt__AGGAMOJOICOS,nccs_postcard,3461,0,0.0,0,source_native,AGGAMOJOICOS
gt__AIPAMDAAEAMO,givingtuesday_datamart,4381,39,0.008902077151335312,2,source_native,AIPAMDAAEAMO
gt__AIPAMDAAEAMO,nccs_bmf,29793,0,0.0,0,source_native,AIPAMDAAEAMO
gt__AIPAMDAAEAMO,nccs_efile,3866,0,0.0,0,source_native,AIPAMDAAEAMO
gt__AIPAMDAAEAMO,nccs_postcard,3461,0,0.0,0,source_native,AIPAMDAAEAMO
gt__AIPAMDAAROEF,givingtuesday_datamart,4381,41,0.009358593928326865,7,source_native,AIPAMDAAROEF
gt__AIPAMDAAROEF,nccs_bmf,29793,0,0.0,0,source_native,AIPAMDAAROEF
gt__AIPAMDAAROEF,nccs_efile,3866,0,0.0,0,source_native,AIPAMDAAROEF
gt__AIPAMDAAROEF,nccs_postcard,3461,0,0.0,0,source_native,AIPAMDAAROEF
gt__AIPAMDAAUBIA,givingtuesday_datamart,4381,38,0.008673818762839534,4,source_native,AIPAMDAAUBIA
gt__AIPAMDAAUBIA,nccs_bmf,29793,0,0.0,0,source_native,AIPAMDAAUBIA
gt__AIPAMDAAUBIA,nccs_efile,3866,0,0.0,0,source_native,AIPAMDAAUBIA
gt__AIPAMDAAUBIA,nccs_postcard,3461,0,0.0,0,source_native,AIPAMDAAUBIA
gt__ALLOOTHECONT,givingtuesday_datamart,4381,1876,0.4282127368180781,1817,source_native,ALLOOTHECONT
gt__ALLOOTHECONT,nccs_bmf,29793,0,0.0,0,source_native,ALLOOTHECONT
gt__ALLOOTHECONT,nccs_efile,3866,0,0.0,0,source_native,ALLOOTHECONT
gt__ALLOOTHECONT,nccs_postcard,3461,0,0.0,0,source_native,ALLOOTHECONT
gt__AMENDERETURN,givingtuesday_datamart,4381,32,0.007304268431864871,1,source_native,AMENDERETURN
gt__AMENDERETURN,nccs_bmf,29793,0,0.0,0,source_native,AMENDERETURN
gt__AMENDERETURN,nccs_efile,3866,0,0.0,0,source_native,AMENDERETURN
gt__AMENDERETURN,nccs_postcard,3461,0,0.0,0,source_native,AMENDERETURN
gt__ANREEXADNEIN,givingtuesday_datamart,4381,211,0.048162519972608994,104,source_native,ANREEXADNEIN
gt__ANREEXADNEIN,nccs_bmf,29793,0,0.0,0,source_native,ANREEXADNEIN
gt__ANREEXADNEIN,nccs_efile,3866,0,0.0,0,source_native,ANREEXADNEIN
gt__ANREEXADNEIN,nccs_postcard,3461,0,0.0,0,source_native,ANREEXADNEIN
gt__ANREEXNEININ,givingtuesday_datamart,4381,512,0.11686829490983794,303,source_native,ANREEXNEININ
gt__ANREEXNEININ,nccs_bmf,29793,0,0.0,0,source_native,ANREEXNEININ
gt__ANREEXNEININ,nccs_efile,3866,0,0.0,0,source_native,ANREEXNEININ
gt__ANREEXNEININ,nccs_postcard,3461,0,0.0,0,source_native,ANREEXNEININ
gt__ANREEXTOREEX,givingtuesday_datamart,4381,512,0.11686829490983794,455,source_native,ANREEXTOREEX
gt__ANREEXTOREEX,nccs_bmf,29793,0,0.0,0,source_native,ANREEXTOREEX
gt__ANREEXTOREEX,nccs_efile,3866,0,0.0,0,source_native,ANREEXTOREEX
gt__ANREEXTOREEX,nccs_postcard,3461,0,0.0,0,source_native,ANREEXTOREEX
gt__ARECDTREXPNS,givingtuesday_datamart,4381,285,0.0650536407212965,117,source_native,ARECDTREXPNS
gt__ARECDTREXPNS,nccs_bmf,29793,0,0.0,0,source_native,ARECDTREXPNS
gt__ARECDTREXPNS,nccs_efile,3866,0,0.0,0,source_native,ARECDTREXPNS
gt__ARECDTREXPNS,nccs_postcard,3461,0,0.0,0,source_native,ARECDTREXPNS
gt__ARECGPDCPRPS,givingtuesday_datamart,4381,512,0.11686829490983794,324,source_native,ARECGPDCPRPS
gt__ARECGPDCPRPS,nccs_bmf,29793,0,0.0,0,source_native,ARECGPDCPRPS
gt__ARECGPDCPRPS,nccs_efile,3866,0,0.0,0,source_native,ARECGPDCPRPS
gt__ARECGPDCPRPS,nccs_postcard,3461,0,0.0,0,source_native,ARECGPDCPRPS
gt__ARECPREXPNSS,givingtuesday_datamart,4381,512,0.11686829490983794,336,source_native,ARECPREXPNSS
gt__ARECPREXPNSS,nccs_bmf,29793,0,0.0,0,source_native,ARECPREXPNSS
gt__ARECPREXPNSS,nccs_efile,3866,0,0.0,0,source_native,ARECPREXPNSS
gt__ARECPREXPNSS,nccs_postcard,3461,0,0.0,0,source_native,ARECPREXPNSS
gt__ARECRREXPNSS,givingtuesday_datamart,4381,285,0.0650536407212965,232,source_native,ARECRREXPNSS
gt__ARECRREXPNSS,nccs_bmf,29793,0,0.0,0,source_native,ARECRREXPNSS
gt__ARECRREXPNSS,nccs_efile,3866,0,0.0,0,source_native,ARECRREXPNSS
gt__ARECRREXPNSS,nccs_postcard,3461,0,0.0,0,source_native,ARECRREXPNSS
gt__AREEROEXPENS,givingtuesday_datamart,4381,512,0.11686829490983794,469,source_native,AREEROEXPENS
gt__AREEROEXPENS,nccs_bmf,29793,0,0.0,0,source_native,AREEROEXPENS
gt__AREEROEXPENS,nccs_efile,3866,0,0.0,0,source_native,AREEROEXPENS
gt__AREEROEXPENS,nccs_postcard,3461,0,0.0,0,source_native,AREEROEXPENS
gt__AREOESWREXPN,givingtuesday_datamart,4381,68,0.01552157041771285,33,source_native,AREOESWREXPN
gt__AREOESWREXPN,nccs_bmf,29793,0,0.0,0,source_native,AREOESWREXPN
gt__AREOESWREXPN,nccs_efile,3866,0,0.0,0,source_native,AREOESWREXPN
gt__AREOESWREXPN,nccs_postcard,3461,0,0.0,0,source_native,AREOESWREXPN
gt__AREPEBREXPNS,givingtuesday_datamart,4381,56,0.012782469755763524,19,source_native,AREPEBREXPNS
gt__AREPEBREXPNS,nccs_bmf,29793,0,0.0,0,source_native,AREPEBREXPNS
gt__AREPEBREXPNS,nccs_efile,3866,0,0.0,0,source_native,AREPEBREXPNS
gt__AREPEBREXPNS,nccs_postcard,3461,0,0.0,0,source_native,AREPEBREXPNS
gt__ARETEANINCM,givingtuesday_datamart,4381,140,0.03195617438940881,33,source_native,ARETEANINCM
gt__ARETEANINCM,nccs_bmf,29793,0,0.0,0,source_native,ARETEANINCM
gt__ARETEANINCM,nccs_efile,3866,0,0.0,0,source_native,ARETEANINCM
gt__ARETEANINCM,nccs_postcard,3461,0,0.0,0,source_native,ARETEANINCM
gt__ARETEDCHRTBL,givingtuesday_datamart,4381,512,0.11686829490983794,386,source_native,ARETEDCHRTBL
gt__ARETEDCHRTBL,nccs_bmf,29793,0,0.0,0,source_native,ARETEDCHRTBL
gt__ARETEDCHRTBL,nccs_efile,3866,0,0.0,0,source_native,ARETEDCHRTBL
gt__ARETEDCHRTBL,nccs_postcard,3461,0,0.0,0,source_native,ARETEDCHRTBL
gt__ARETENIINCM,givingtuesday_datamart,4381,512,0.11686829490983794,278,source_native,ARETENIINCM
gt__ARETENIINCM,nccs_bmf,29793,0,0.0,0,source_native,ARETENIINCM
gt__ARETENIINCM,nccs_efile,3866,0,0.0,0,source_native,ARETENIINCM
gt__ARETENIINCM,nccs_postcard,3461,0,0.0,0,source_native,ARETENIINCM
gt__ARETEREXPNSS,givingtuesday_datamart,4381,512,0.11686829490983794,465,source_native,ARETEREXPNSS
gt__ARETEREXPNSS,nccs_bmf,29793,0,0.0,0,source_native,ARETEREXPNSS
gt__ARETEREXPNSS,nccs_efile,3866,0,0.0,0,source_native,ARETEREXPNSS
gt__ARETEREXPNSS,nccs_postcard,3461,0,0.0,0,source_native,ARETEREXPNSS
gt__ARETOEANINCM,givingtuesday_datamart,4381,140,0.03195617438940881,33,source_native,ARETOEANINCM
gt__ARETOEANINCM,nccs_bmf,29793,0,0.0,0,source_native,ARETOEANINCM
gt__ARETOEANINCM,nccs_efile,3866,0,0.0,0,source_native,ARETOEANINCM
gt__ARETOEANINCM,nccs_postcard,3461,0,0.0,0,source_native,ARETOEANINCM
gt__ARETOEDCHRTB,givingtuesday_datamart,4381,512,0.11686829490983794,254,source_native,ARETOEDCHRTB
gt__ARETOEDCHRTB,nccs_bmf,29793,0,0.0,0,source_native,ARETOEDCHRTB
gt__ARETOEDCHRTB,nccs_efile,3866,0,0.0,0,source_native,ARETOEDCHRTB
gt__ARETOEDCHRTB,nccs_postcard,3461,0,0.0,0,source_native,ARETOEDCHRTB
gt__ARETOENIINCM,givingtuesday_datamart,4381,512,0.11686829490983794,278,source_native,ARETOENIINCM
gt__ARETOENIINCM,nccs_bmf,29793,0,0.0,0,source_native,ARETOENIINCM
gt__ARETOENIINCM,nccs_efile,3866,0,0.0,0,source_native,ARETOENIINCM
gt__ARETOENIINCM,nccs_postcard,3461,0,0.0,0,source_native,ARETOENIINCM
gt__ARETOEREXPNS,givingtuesday_datamart,4381,512,0.11686829490983794,447,source_native,ARETOEREXPNS
gt__ARETOEREXPNS,nccs_bmf,29793,0,0.0,0,source_native,ARETOEREXPNS
gt__ARETOEREXPNS,nccs_efile,3866,0,0.0,0,source_native,ARETOEREXPNS
gt__ARETOEREXPNS,nccs_postcard,3461,0,0.0,0,source_native,ARETOEREXPNS
gt__ASSEOYOYY,givingtuesday_datamart,4381,512,0.11686829490983794,421,source_native,ASSEOYOYY
gt__ASSEOYOYY,nccs_bmf,29793,0,0.0,0,source_native,ASSEOYOYY
gt__ASSEOYOYY,nccs_efile,3866,0,0.0,0,source_native,ASSEOYOYY
gt__ASSEOYOYY,nccs_postcard,3461,0,0.0,0,source_native,ASSEOYOYY
gt__BENTOMMEMTOT,givingtuesday_datamart,4381,671,0.1531613786806665,89,source_native,BENTOMMEMTOT
gt__BENTOMMEMTOT,nccs_bmf,29793,0,0.0,0,source_native,BENTOMMEMTOT
gt__BENTOMMEMTOT,nccs_efile,3866,0,0.0,0,source_native,BENTOMMEMTOT
gt__BENTOMMEMTOT,nccs_postcard,3461,0,0.0,0,source_native,BENTOMMEMTOT
gt__BEPATOFOMEEM,givingtuesday_datamart,4381,272,0.0620862816708514,70,source_native,BEPATOFOMEEM
gt__BEPATOFOMEEM,nccs_bmf,29793,0,0.0,0,source_native,BEPATOFOMEEM
gt__BEPATOFOMEEM,nccs_efile,3866,0,0.0,0,source_native,BEPATOFOMEEM
gt__BEPATOFOMEEM,nccs_postcard,3461,0,0.0,0,source_native,BEPATOFOMEEM
gt__BEPATOMECUYE,givingtuesday_datamart,4381,2580,0.5889066423191053,119,source_native,BEPATOMECUYE
gt__BEPATOMECUYE,nccs_bmf,29793,0,0.0,0,source_native,BEPATOMECUYE
gt__BEPATOMECUYE,nccs_efile,3866,0,0.0,0,source_native,BEPATOMECUYE
gt__BEPATOMECUYE,nccs_postcard,3461,0,0.0,0,source_native,BEPATOMECUYE
gt__BSNRLTWITORG,givingtuesday_datamart,4381,2439,0.5567222095412007,4,source_native,BSNRLTWITORG
gt__BSNRLTWITORG,nccs_bmf,29793,0,0.0,0,source_native,BSNRLTWITORG
gt__BSNRLTWITORG,nccs_efile,3866,0,0.0,0,source_native,BSNRLTWITORG
gt__BSNRLTWITORG,nccs_postcard,3461,0,0.0,0,source_native,BSNRLTWITORG
gt__BSRLTHFAMEEM,givingtuesday_datamart,4381,2439,0.5567222095412007,4,source_native,BSRLTHFAMEEM
gt__BSRLTHFAMEEM,nccs_bmf,29793,0,0.0,0,source_native,BSRLTHFAMEEM
gt__BSRLTHFAMEEM,nccs_efile,3866,0,0.0,0,source_native,BSRLTHFAMEEM
gt__BSRLTHFAMEEM,nccs_postcard,3461,0,0.0,0,source_native,BSRLTHFAMEEM
gt__CASAINBOOYY,givingtuesday_datamart,4381,1352,0.3086053412462908,1272,source_native,CASAINBOOYY
gt__CASAINBOOYY,nccs_bmf,29793,0,0.0,0,source_native,CASAINBOOYY
gt__CASAINBOOYY,nccs_efile,3866,0,0.0,0,source_native,CASAINBOOYY
gt__CASAINBOOYY,nccs_postcard,3461,0,0.0,0,source_native,CASAINBOOYY
gt__CASAINEOOYY,givingtuesday_datamart,4381,1378,0.314540059347181,1329,source_native,CASAINEOOYY
gt__CASAINEOOYY,nccs_bmf,29793,0,0.0,0,source_native,CASAINEOOYY
gt__CASAINEOOYY,nccs_efile,3866,0,0.0,0,source_native,CASAINEOOYY
gt__CASAINEOOYY,nccs_postcard,3461,0,0.0,0,source_native,CASAINEOOYY
gt__CNIBEOY,givingtuesday_datamart,4381,2170,0.4953207030358366,2095,source_native,CNIBEOY
gt__CNIBEOY,nccs_bmf,29793,0,0.0,0,source_native,CNIBEOY
gt__CNIBEOY,nccs_efile,3866,0,0.0,0,source_native,CNIBEOY
gt__CNIBEOY,nccs_postcard,3461,0,0.0,0,source_native,CNIBEOY
gt__CNTRPRFUNEVE,givingtuesday_datamart,4381,495,0.11298790230540973,413,source_native,CNTRPRFUNEVE
gt__CNTRPRFUNEVE,nccs_bmf,29793,0,0.0,0,source_native,CNTRPRFUNEVE
gt__CNTRPRFUNEVE,nccs_efile,3866,0,0.0,0,source_native,CNTRPRFUNEVE
gt__CNTRPRFUNEVE,nccs_postcard,3461,0,0.0,0,source_native,CNTRPRFUNEVE
gt__COCUOFDITOOT,givingtuesday_datamart,4381,1744,0.3980826295366355,1307,source_native,COCUOFDITOOT
gt__COCUOFDITOOT,nccs_bmf,29793,0,0.0,0,source_native,COCUOFDITOOT
gt__COCUOFDITOOT,nccs_efile,3866,0,0.0,0,source_native,COCUOFDITOOT
gt__COCUOFDITOOT,nccs_postcard,3461,0,0.0,0,source_native,COCUOFDITOOT
gt__CONCONMEETOT,givingtuesday_datamart,4381,1397,0.3188769687286008,983,source_native,CONCONMEETOT
gt__CONCONMEETOT,nccs_bmf,29793,0,0.0,0,source_native,CONCONMEETOT
gt__CONCONMEETOT,nccs_efile,3866,0,0.0,0,source_native,CONCONMEETOT
gt__CONCONMEETOT,nccs_postcard,3461,0,0.0,0,source_native,CONCONMEETOT
gt__CONFINTEPOLI,givingtuesday_datamart,4381,2439,0.5567222095412007,4,source_native,CONFINTEPOLI
gt__CONFINTEPOLI,nccs_bmf,29793,0,0.0,0,source_native,CONFINTEPOLI
gt__CONFINTEPOLI,nccs_efile,3866,0,0.0,0,source_native,CONFINTEPOLI
gt__CONFINTEPOLI,nccs_postcard,3461,0,0.0,0,source_native,CONFINTEPOLI
gt__CONGIFGRAETC,givingtuesday_datamart,4381,1191,0.2718557406984707,1073,source_native,CONGIFGRAETC
gt__CONGIFGRAETC,nccs_bmf,29793,0,0.0,0,source_native,CONGIFGRAETC
gt__CONGIFGRAETC,nccs_efile,3866,0,0.0,0,source_native,CONGIFGRAETC
gt__CONGIFGRAETC,nccs_postcard,3461,0,0.0,0,source_native,CONGIFGRAETC
gt__COPRCEEOO,givingtuesday_datamart,4381,2436,0.5560374343757133,4,source_native,COPRCEEOO
gt__COPRCEEOO,nccs_bmf,29793,0,0.0,0,source_native,COPRCEEOO
gt__COPRCEEOO,nccs_efile,3866,0,0.0,0,source_native,COPRCEEOO
gt__COPRCEEOO,nccs_postcard,3461,0,0.0,0,source_native,COPRCEEOO
gt__CYYRRELEEXXP,givingtuesday_datamart,4381,3403,0.7767632960511299,3329,source_native,CYYRRELEEXXP
gt__CYYRRELEEXXP,nccs_bmf,29793,0,0.0,0,source_native,CYYRRELEEXXP
gt__CYYRRELEEXXP,nccs_efile,3866,0,0.0,0,source_native,CYYRRELEEXXP
gt__CYYRRELEEXXP,nccs_postcard,3461,0,0.0,0,source_native,CYYRRELEEXXP
gt__DBANBNLINE11,givingtuesday_datamart,4381,235,0.05364072129650765,125,source_native,DBANBNLINE11
gt__DBANBNLINE11,nccs_bmf,29793,0,0.0,0,source_native,DBANBNLINE11
gt__DBANBNLINE11,nccs_efile,3866,0,0.0,0,source_native,DBANBNLINE11
gt__DBANBNLINE11,nccs_postcard,3461,0,0.0,0,source_native,DBANBNLINE11
gt__DBANBNLINE22,givingtuesday_datamart,4381,0,0.0,0,source_native,DBANBNLINE22
gt__DBANBNLINE22,nccs_bmf,29793,0,0.0,0,source_native,DBANBNLINE22
gt__DBANBNLINE22,nccs_efile,3866,0,0.0,0,source_native,DBANBNLINE22
gt__DBANBNLINE22,nccs_postcard,3461,0,0.0,0,source_native,DBANBNLINE22
gt__DBANBNLINE33,givingtuesday_datamart,4381,0,0.0,0,source_native,DBANBNLINE33
gt__DBANBNLINE33,nccs_bmf,29793,0,0.0,0,source_native,DBANBNLINE33
gt__DBANBNLINE33,nccs_efile,3866,0,0.0,0,source_native,DBANBNLINE33
gt__DBANBNLINE33,nccs_postcard,3461,0,0.0,0,source_native,DBANBNLINE33
gt__DEPRDEPLTOTA,givingtuesday_datamart,4381,1852,0.4227345354941794,1535,source_native,DEPRDEPLTOTA
gt__DEPRDEPLTOTA,nccs_bmf,29793,0,0.0,0,source_native,DEPRDEPLTOTA
gt__DEPRDEPLTOTA,nccs_efile,3866,0,0.0,0,source_native,DEPRDEPLTOTA
gt__DEPRDEPLTOTA,nccs_postcard,3461,0,0.0,0,source_native,DEPRDEPLTOTA
gt__DIREPLTCEXPE,givingtuesday_datamart,4381,433,0.09883588221867154,2,source_native,DIREPLTCEXPE
gt__DIREPLTCEXPE,nccs_bmf,29793,0,0.0,0,source_native,DIREPLTCEXPE
gt__DIREPLTCEXPE,nccs_efile,3866,0,0.0,0,source_native,DIREPLTCEXPE
gt__DIREPLTCEXPE,nccs_postcard,3461,0,0.0,0,source_native,DIREPLTCEXPE
gt__DOCURETEPOLI,givingtuesday_datamart,4381,2439,0.5567222095412007,4,source_native,DOCURETEPOLI
gt__DOCURETEPOLI,nccs_bmf,29793,0,0.0,0,source_native,DOCURETEPOLI
gt__DOCURETEPOLI,nccs_efile,3866,0,0.0,0,source_native,DOCURETEPOLI
gt__DOCURETEPOLI,nccs_postcard,3461,0,0.0,0,source_native,DOCURETEPOLI
gt__DOEORGHAVHOS,givingtuesday_datamart,4381,1430,0.3264094955489614,2,source_native,DOEORGHAVHOS
gt__DOEORGHAVHOS,nccs_bmf,29793,0,0.0,0,source_native,DOEORGHAVHOS
gt__DOEORGHAVHOS,nccs_efile,3866,0,0.0,0,source_native,DOEORGHAVHOS
gt__DOEORGHAVHOS,nccs_postcard,3461,0,0.0,0,source_native,DOEORGHAVHOS
gt__DOFFPOLTYEAR,givingtuesday_datamart,4381,1417,0.32344213649851633,2,source_native,DOFFPOLTYEAR
gt__DOFFPOLTYEAR,nccs_bmf,29793,0,0.0,0,source_native,DOFFPOLTYEAR
gt__DOFFPOLTYEAR,nccs_efile,3866,0,0.0,0,source_native,DOFFPOLTYEAR
gt__DOFFPOLTYEAR,nccs_postcard,3461,0,0.0,0,source_native,DOFFPOLTYEAR
gt__DONOADVIFNDS,givingtuesday_datamart,4381,1430,0.3264094955489614,2,source_native,DONOADVIFNDS
gt__DONOADVIFNDS,nccs_bmf,29793,0,0.0,0,source_native,DONOADVIFNDS
gt__DONOADVIFNDS,nccs_efile,3866,0,0.0,0,source_native,DONOADVIFNDS
gt__DONOADVIFNDS,nccs_postcard,3461,0,0.0,0,source_native,DONOADVIFNDS
gt__DONOADVIFUND,givingtuesday_datamart,4381,3104,0.7085140378908925,4,source_native,DONOADVIFUND
gt__DONOADVIFUND,nccs_bmf,29793,0,0.0,0,source_native,DONOADVIFUND
gt__DONOADVIFUND,nccs_efile,3866,0,0.0,0,source_native,DONOADVIFUND
gt__DONOADVIFUND,nccs_postcard,3461,0,0.0,0,source_native,DONOADVIFUND
gt__ENGINLLOBACT,givingtuesday_datamart,4381,1098,0.25062771056836336,4,source_native,ENGINLLOBACT
gt__ENGINLLOBACT,nccs_bmf,29793,0,0.0,0,source_native,ENGINLLOBACT
gt__ENGINLLOBACT,nccs_efile,3866,0,0.0,0,source_native,ENGINLLOBACT
gt__ENGINLLOBACT,nccs_postcard,3461,0,0.0,0,source_native,ENGINLLOBACT
gt__ENGPOLCMPACT,givingtuesday_datamart,4381,1695,0.3868979685003424,3,source_native,ENGPOLCMPACT
gt__ENGPOLCMPACT,nccs_bmf,29793,0,0.0,0,source_native,ENGPOLCMPACT
gt__ENGPOLCMPACT,nccs_efile,3866,0,0.0,0,source_native,ENGPOLCMPACT
gt__ENGPOLCMPACT,nccs_postcard,3461,0,0.0,0,source_native,ENGPOLCMPACT
gt__EXCDEFFORYEA,givingtuesday_datamart,4381,1407,0.32115955261355855,1368,source_native,EXCDEFFORYEA
gt__EXCDEFFORYEA,nccs_bmf,29793,0,0.0,0,source_native,EXCDEFFORYEA
gt__EXCDEFFORYEA,nccs_efile,3866,0,0.0,0,source_native,EXCDEFFORYEA
gt__EXCDEFFORYEA,nccs_postcard,3461,0,0.0,0,source_native,EXCDEFFORYEA
gt__EXCEBENETRAN,givingtuesday_datamart,4381,2016,0.4601689112074869,3,source_native,EXCEBENETRAN
gt__EXCEBENETRAN,nccs_bmf,29793,0,0.0,0,source_native,EXCEBENETRAN
gt__EXCEBENETRAN,nccs_efile,3866,0,0.0,0,source_native,EXCEBENETRAN
gt__EXCEBENETRAN,nccs_postcard,3461,0,0.0,0,source_native,EXCEBENETRAN
gt__FEDERACAMPAI,givingtuesday_datamart,4381,227,0.05181465418854143,112,source_native,FEDERACAMPAI
gt__FEDERACAMPAI,nccs_bmf,29793,0,0.0,0,source_native,FEDERACAMPAI
gt__FEDERACAMPAI,nccs_efile,3866,0,0.0,0,source_native,FEDERACAMPAI
gt__FEDERACAMPAI,nccs_postcard,3461,0,0.0,0,source_native,FEDERACAMPAI
gt__FEFOSELOTOOT,givingtuesday_datamart,4381,693,0.1581830632275736,113,source_native,FEFOSELOTOOT
gt__FEFOSELOTOOT,nccs_bmf,29793,0,0.0,0,source_native,FEFOSELOTOOT
gt__FEFOSELOTOOT,nccs_efile,3866,0,0.0,0,source_native,FEFOSELOTOOT
gt__FEFOSELOTOOT,nccs_postcard,3461,0,0.0,0,source_native,FEFOSELOTOOT
gt__FEFOSEMATOOT,givingtuesday_datamart,4381,809,0.18466103629308378,287,source_native,FEFOSEMATOOT
gt__FEFOSEMATOOT,nccs_bmf,29793,0,0.0,0,source_native,FEFOSEMATOOT
gt__FEFOSEMATOOT,nccs_efile,3866,0,0.0,0,source_native,FEFOSEMATOOT
gt__FEFOSEMATOOT,nccs_postcard,3461,0,0.0,0,source_native,FEFOSEMATOOT
gt__FEFOSEOTTOOT,givingtuesday_datamart,4381,1575,0.35950696188084913,1192,source_native,FEFOSEOTTOOT
gt__FEFOSEOTTOOT,nccs_bmf,29793,0,0.0,0,source_native,FEFOSEOTTOOT
gt__FEFOSEOTTOOT,nccs_efile,3866,0,0.0,0,source_native,FEFOSEOTTOOT
gt__FEFOSEOTTOOT,nccs_postcard,3461,0,0.0,0,source_native,FEFOSEOTTOOT
gt__FEFOSEPRFUTO,givingtuesday_datamart,4381,546,0.12462908011869436,67,source_native,FEFOSEPRFUTO
gt__FEFOSEPRFUTO,nccs_bmf,29793,0,0.0,0,source_native,FEFOSEPRFUTO
gt__FEFOSEPRFUTO,nccs_efile,3866,0,0.0,0,source_native,FEFOSEPRFUTO
gt__FEFOSEPRFUTO,nccs_postcard,3461,0,0.0,0,source_native,FEFOSEPRFUTO
gt__FEOTPYTOCNNT,givingtuesday_datamart,4381,1106,0.2524537776763296,878,source_native,FEOTPYTOCNNT
gt__FEOTPYTOCNNT,nccs_bmf,29793,0,0.0,0,source_native,FEOTPYTOCNNT
gt__FEOTPYTOCNNT,nccs_efile,3866,0,0.0,0,source_native,FEOTPYTOCNNT
gt__FEOTPYTOCNNT,nccs_postcard,3461,0,0.0,0,source_native,FEOTPYTOCNNT
gt__FFSIMFTOTAL,givingtuesday_datamart,4381,965,0.220269344898425,438,source_native,FFSIMFTOTAL
gt__FFSIMFTOTAL,nccs_bmf,29793,0,0.0,0,source_native,FFSIMFTOTAL
